mydate,cday,dday,ma
2020-12-11,549,13,487.57142857142856
2020-12-12,576,6,499.42857142857144
2020-12-13,377,5,482.85714285714283
2020-12-14,404,5,462.2857142857143
2020-12-15,404,12,464.85714285714283
2020-12-16,365,17,469.57142857142856
2020-12-17,355,9,432.85714285714283
2020-12-18,461,5,420.2857142857143
2020-12-19,396,8,394.57142857142856
2020-12-20,272,3,379.57142857142856
2020-12-21,292,2,363.57142857142856
2020-12-22,420,8,365.85714285714283
2020-12-23,416,8,373.14285714285717
2020-12-24,386,8,377.57142857142856
2020-12-25,321,0,357.57142857142856
2020-12-26,283,2,341.42857142857144
2020-12-27,205,6,331.85714285714283
2020-12-28,205,6,319.42857142857144
2020-12-29,509,13,332.14285714285717
2020-12-30,419,9,332.57142857142856
2020-12-31,392,6,333.42857142857144
2021-01-01,399,4,344.57142857142856
2021-01-02,294,0,346.14285714285717
2021-01-03,250,1,352.57142857142856
2021-01-04,161,0,346.2857142857143
2021-01-05,410,4,332.14285714285717
2021-01-06,436,6,334.57142857142856
2021-01-07,524,9,353.42857142857144
2021-01-08,472,4,363.85714285714283
2021-01-09,344,8,371.0
2021-01-10,321,0,381.14285714285717
2021-01-11,315,2,403.14285714285717
2021-01-12,339,3,393.0
2021-01-13,292,7,372.42857142857144
2021-01-14,349,6,347.42857142857144
2021-01-15,319,6,325.57142857142856
2021-01-16,258,4,313.2857142857143
2021-01-17,224,2,299.42857142857144
2021-01-18,215,2,285.14285714285717
2021-01-19,174,1,261.57142857142856
2021-01-20,283,14,260.2857142857143
2021-01-21,297,7,252.85714285714286
2021-01-22,250,7,243.0
2021-01-23,285,9,246.85714285714286
2021-01-24,216,2,245.71428571428572
2021-01-25,175,1,240.0
2021-01-26,238,9,249.14285714285714
2021-01-27,249,3,244.28571428571428
2021-01-28,290,7,243.28571428571428
2021-01-29,667,2,302.85714285714283
2021-01-30,268,1,300.42857142857144
2021-01-31,262,2,307.0
2021-02-01,178,0,307.42857142857144
2021-02-02,158,1,296.0
2021-02-03,182,4,286.42857142857144
2021-02-04,158,6,267.57142857142856
2021-02-05,215,5,203.0
2021-02-06,217,3,195.71428571428572
2021-02-07,307,0,202.14285714285714
2021-02-08,134,4,195.85714285714286
2021-02-09,183,6,199.42857142857142
2021-02-10,223,5,205.28571428571428
2021-02-11,226,4,215.0
2021-02-12,210,4,214.28571428571428
2021-02-13,192,2,210.71428571428572
2021-02-14,171,3,191.28571428571428
2021-02-15,123,1,189.71428571428572
2021-02-16,115,0,180.0
2021-02-17,188,13,175.0
2021-02-18,248,6,178.14285714285714
2021-02-19,123,3,165.71428571428572
2021-02-20,132,4,157.14285714285714
2021-02-21,88,2,145.28571428571428
2021-02-22,110,1,143.42857142857142
2021-02-23,145,5,147.71428571428572
2021-02-24,165,9,144.42857142857142
2021-02-25,148,2,130.14285714285714
2021-02-26,203,2,141.57142857142858
2021-02-27,167,0,146.57142857142858
2021-02-28,134,0,153.14285714285714
